season,timestamp,institution,location,subject_area,review_date,url,rank,appointment
2020-2021,2020-11-13T08:29:38.622,Saint Francis University,Pennsylvania,Marine Biology,2021-01-14,https://www.francis.edu/employment/,Asst Prof,Tenure Track
2020-2021,2020-11-13T08:32:20.165,Albany State University,Georgia,Biology,,https://jobs.chronicle.com/job/293590/assistant-professor-of-biology/,Asst Prof,Fixed Term
2020-2021,2020-11-13T09:08:23.269,Southwestern Oklahoma State University,Oklahoma,Biology (Organismal Genetics),,https://swosu.csod.com/ux/ats/careersite/1/home/requisition/33?c=swosu,Asst Prof,Tenure Track
2020-2021,2020-11-13T23:31:54.420,Université de Montréal,Canada,Spatial Ecology,2021-01-29,https://www.umontreal.ca/public/www/documents/offres_emploi_profs/FAS_11-20_4_ecologie_spatiale_ANG.pdf,Asst Prof,Tenure Track
2020-2021,2020-11-14T08:51:55.770,USGS - Washington Cooperative Fish & Wildlife Research Unit,Washington,Human Dimensions of Wildlife Management,2020-12-12,https://www.usajobs.gov/GetJob/ViewDetails/584348100,Assistant Unit Leader,Permanent Non-Academic
2020-2021,2020-11-14T12:07:56.789,"University of North Carolina, Wilmington",North Carolina,Plant Biology,2020-12-14,https://jobs.uncw.edu/postings/19295,Asst Prof,Tenure Track
2020-2021,2020-11-17T14:55:47.086,Universidad Católica de la Santísima Concepción,Chile,Aquatic ecology of coastal environments,2020-12-30,https://www.researchgate.net/job/946729_Tenure-track_faculty_appointment_in_Ecology,Rank Open,Tenure Track
2020-2021,2020-11-17T23:09:38.128,South Dakota State University,South Dakota,Wildlife Ecology,2021-02-01,https://yourfuture.sdbor.edu/postings/21282,Asst Prof,Asst Prof
2020-2021,2020-11-17T23:13:30.640,University of West Alabama,Alabama,Environmental Science/Biology,,https://www.higheredjobs.com/search/details.cfm?JobCode=177357042&Title=Environmental%20Scientist,Asst Prof,Tenure Track
2020-2021,2020-11-17T23:20:36.066,Lake Superior State University,Michigan,Aquaculture,2021-01-16,https://jobs.lssu.edu/postings/2781,Asst Prof,Tenure Track
2020-2021,2020-11-17T23:24:55.566,Mississippi State University,Mississippi,Forest Ecosystem Science,2021-01-15,https://explore.msujobs.msstate.edu/cw/en-us/job/501767?lApplicationSubSourceID=11250,Asst / Assoc Prof,Tenure Track
2020-2021,2020-11-18T13:08:50.966,USGS Coop Unit - MO,Missouri,Assistant Unit Leader - Fisheries,2020-12-18,https://www.usajobs.gov/GetJob/ViewDetails/584716900,Assistant Unit Leader/GS-12,Permanent Non-Academic
2020-2021,2020-11-18T17:25:24.009,San José State University,California,Physiology,2021-01-13,https://jobs.sjsu.edu/en-us/job/498106/assistant-professor-biological-sciences-physiology,Asst Prof,Tenure Track
2020-2021,2020-11-18T22:42:35.970,University California Davis,California,Sustainable Aquaculture and Coastal Systems,2021-01-03,https://recruit.ucdavis.edu/JPF03893,Asst Prof,Tenure Track
2020-2021,2020-11-19T01:26:33.062,Verto Education,Hawaii,Environmental Science,2020-11-23,https://www.higheredjobs.com/faculty/details.cfm?JobCode=177348988&Title=Field%20Instructor%2C%20Environmental%20Science,Field Instructor,Fixed Term
2020-2021,2020-11-19T06:22:16.214,University of California Davis,California,Systems Biology,2021-01-20,https://recruit.ucdavis.edu/JPF03885,Asst Prof,Tenure Track
2020-2021,2020-11-19T11:21:16.377,University of Arizona,Arizona,Phenology,,https://arizona.csod.com/ux/ats/careersite/4/home/requisition/3036?c=arizona,Career Track Research Professor,Permanent Non-Academic
2020-2021,2020-11-20T15:01:38.914,Colorado State University,Colorado,Plant Biology,2020-12-13,https://www.higheredjobs.com/state/details.cfm?JobCode=177360114&Title=Plant+Biologist+Assistant+Professor&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,Asst Prof,Tenure Track
2020-2021,2020-11-20T23:33:09.257,Brandeis University,Massachusetts,Biology,2020-12-15,https://academicjobsonline.org/ajo/jobs/17617,Asst Prof,Tenure Track
2020-2021,2020-11-21T09:00:50.343,Eastern Michigan University,Michigan,Animal Physiology,2021-01-05,http://www.emich.edu/jobs,Asst Prof,Tenure Track
2020-2021,2020-11-23T13:59:09.743,McDaniel College,Maryland,Biology,2021-01-31,https://mcdaniel.interviewexchange.com/jobofferdetails.jsp?JOBID=126583,Lecturer,Permanent Non-Academic
2020-2021,2020-11-24T09:24:27.267,Florida International University,Florida,Biology,2020-12-20,https://facultycareers.fiu.edu/?keyword&job_opening=522361&job_title&college&department&posted=A&search-postings=Search,Instructor,Fixed Term
2020-2021,2020-11-24T12:42:44.258,Texas A&M,Texas,"Biological Timing, Microbiology",2020-12-15,https://apply.interfolio.com/81015,Asst / Assoc Prof,Tenure Track
2020-2021,2020-11-25T10:23:43.277,Howard Payne University ,Texas,Biology,2021-01-31,https://www.hputx.edu/campus-offices/human-resources/faculty-positions/,Asst Prof,Fixed Term
2020-2021,2020-11-25T10:26:31.793,Upper Iowa University,Iowa,Biology (Fisheries),,https://uiu.peopleadmin.com/postings/2447,Asst Prof,
2020-2021,2020-11-25T13:45:02.064,Cardiff University,United Kingdom,Ecology/Zoology,2021-01-05,https://krb-sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=30011&siteid=5460&AReq=10626BR#jobDetails=1764515_5460,Asst Prof,Tenure Track
2020-2021,2020-11-25T13:50:17.230,Norwegian University of Science and Technology,Norway,Animal Physiology,2020-12-31,https://www.jobbnorge.no//en/available-jobs/job/196540/two-associate-professors-in-animal-physiology,Assoc Prof,Tenure Track
2020-2021,2020-11-25T14:24:59.182,Université du Québec en Abitibi-Témiscamingue (UQAT),Canada,Paleoecology,2021-01-15,http://www.csee-scee.ca/canada-research-chair-tier-ii-universite-du-quebec-en-abitibi-temiscamingue-uqat-application-deadline-january-15-2021/,Asst / Assoc Prof,Tenure Track
2020-2021,2020-11-25T14:27:08.032,Loyola University Chicago,Illinois,Genetics/Genomics,2021-01-01,https://www.careers.luc.edu/postings/14601,Asst Prof,Tenure Track
2020-2021,2020-11-25T14:35:39.511,University of Southern Denmark (SDU),Denmark,Ecological System Analysis,2020-12-30,https://www.nature.com/naturecareers/job/assistant-professor-in-ecological-system-analysis-university-of-southern-denmark-sdu-732492,Asst Prof,Tenure Track
2020-2021,2020-11-25T14:37:08.598,James Cook University,Australia,Mathematical Modelling (Biology / Ecology),2020-12-15,https://www.nature.com/naturecareers/job/lecturersenior-lecturer-mathematical-modelling-biologyecology-james-cook-university-jcu-732314,Lecturer / Sr Lecturer,Tenure Track
2020-2021,2020-11-25T14:39:19.137,Université Sainte-Anne,Canada,Lobster Biology,,https://www.universityaffairs.ca/search-job/?job_id=51723,Rank Open,
2020-2021,2020-11-25T14:40:52.327,Queen Mary University of London,United Kingdom,Biology (teaching cover),2021-01-03,https://www.jobs.ac.uk/job/CCS926/lecturer-in-biology-teaching-and-scholarship,Lecturer,Fixed Term
2020-2021,2020-11-25T14:45:02.142,University of Bergen,Norway,Fish Health,2021-01-12,https://euraxess.ec.europa.eu/jobs/579255,Assoc Prof,Tenure Track
2020-2021,2020-11-26T11:59:21.405,Southern Nazarene University,Oklahoma,Field Biology,,https://snu.edu/wp-content/uploads/2020/11/Field-Biology-Professor.pdf,Rank Open,Fixed Term
2020-2021,2020-11-26T12:02:46.810,Texas A&M University - San Antonio,Texas,Animal Physiology,2020-12-08,https://careers.insidehighered.com/job/2048107/associate-professor-of-biology-animal-physiologist-/,Assoc Prof,Tenure Track
2020-2021,2020-11-26T12:06:25.282,Marian University,Indiana,Biology (Broad),,https://www.marian.edu/about-marian/human-resources/employment-opportunities,Asst / Assoc Prof,Tenure Track
2020-2021,2020-11-27T11:41:49.307,University of Hong Kong,China,Evolutionary Genetics ,2021-02-28,https://jobs.hku.hk/en/job/502646/research-assistant-professor-rap-1-post-postdoctoral-fellows-pdf-2-posts-in-ecological-and-evolutionary-genetics,Asst Prof,Fixed Term
2020-2021,2020-11-30T20:33:13.499,McMaster University,Canada,Campus-wide hiring initiative,2021-01-04,https://careers.mcmaster.ca/psp/prepprd/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1000&JobOpeningId=35333&PostingSeq=1,Asst / Assoc Prof,Tenure Track
2020-2021,2020-12-01T11:55:13.036,St. Joseph's College,New York,Environmental or medical microbiology,2021-02-14,https://www.higheredjobs.com/faculty/details.cfm?JobCode=177364131&Title=Tenure%2DTrack%20Assistant%20Professor%20in%20Biology,Asst Prof,Tenure Track
2020-2021,2020-12-01T15:25:49.785,York College of Pennsylvania,Pennsylvania,Animal Physiology,2020-12-31,https://ycp.interviewexchange.com,Asst Prof,Tenure Track
2020-2021,2020-12-01T15:27:21.199,Centre College,Kentucky,Biology,2021-01-04,https://apply.interfolio.com/81526,Asst / Assoc Prof,Tenure Track
2020-2021,2020-12-02T21:01:58.101,University of Texas Rio Grande Valley,Texas,"Environmental Justice, Systems Modeling of coupled human-natural systems, Sustainable Energy, Natural Resource Economics, and Environmental Data Science",2021-01-15,https://careers.utrgv.edu/postings/26590,Rank Open,Tenure Track
2020-2021,2020-12-03T04:04:13.115,University of Adelaide,Australia,Molecular and cell biology,2021-01-08,https://uniroles.com.au/display-job/14644/Senior-Lecturer---School-of-Biological-Sciences.html?searchId=1606985952.8222&page=1,Senior lecturer,Fixed Term
2020-2021,2020-12-03T04:07:58.172,University of British Columbia,Canada,Forest resources management,2021-01-01,https://www.universityaffairs.ca/search-job/?job_id=51715,Lecturer,Fixed Term
2020-2021,2020-12-03T04:10:05.949,Royal Roads University,Canada,"Climate Change, Biodiversity and Sustainability",2021-01-22,https://royalroads.mua.hrdepartment.com/hr/ats/Posting/view/854/0,Asst / Assoc Prof,Tenure Track
2020-2021,2020-12-03T04:12:42.412,University of Portsmouth,United Kingdom,Biological sciences,2021-01-10,https://www.jobs.ac.uk/job/CCV775/teaching-fellow-or-senior-teaching-fellow-in-biological-sciences,Teaching fellow or Senior teaching fellow,Tenure Track
2020-2021,2020-12-03T04:13:28.048,University of Portsmouth,United Kingdom,Biological sciences,2021-01-10,https://www.jobs.ac.uk/job/CCV770/lecturer-or-senior-lecturer-in-biological-sciences,Lecturer or Senior Lecturer,Tenure Track
2020-2021,2020-12-03T08:18:43.656,"University of California, Irvine",California,Earth System Science,2021-01-02,https://recruit.ap.uci.edu/JPF06472,Asst Prof,Tenure Track
2020-2021,2020-12-03T12:51:11.092,Binghamton University SUNY,New York,Computational Biology,2021-01-15,https://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=126757,Asst Prof,Tenure Track
2020-2021,2020-12-03T13:35:01.870,Texas A&M University-Corpus Christi,Texas,Biology (Marine Microbial Ecology),2021-02-01,http://hr.tamucc.edu/Job_Opportunities/,Asst Prof,Tenure Track
2020-2021,2020-12-03T13:45:29.770,University of Scranton,Pennsylvania,Molecular Biology,2021-01-04,https://universityofscrantonjobs.com/postings/4992,Asst Prof,Tenure Track
2020-2021,2020-12-03T14:32:39.789,Trent University,Canada,Climate change science,2021-01-08,https://www.researchgate.net/job/947374_Tier_2_Canada_Research_Chair_in_Climate_Change_Science,Rank Open,Tenure Track
2020-2021,2020-12-03T14:41:06.535,Vrije Universiteit Amsterdam,Netherlands,Ecology and Evolution of Plant-Microbe Interactions,2021-01-08,https://www.researchgate.net/job/947444_Assistant_Professor_Ecology_and_Evolution_of_Plant-Microbe_Interactions,Asst Prof,Tenure Track
2020-2021,2020-12-03T16:32:46.954,Vrije Universiteit Amsterdam,Netherlands,Conservation Genomics,2021-01-08,https://www.researchgate.net/job/947445_Assistant_Professor_Conservation_Genomics,Asst Prof,Tenure Track
2020-2021,2020-12-03T16:58:11.128,Universidad Católica de la Santísima Concepción,Chile,Bioresources,2020-12-30,https://www.researchgate.net/job/946730_Tenure-track_faculty_appointment_in_Bioresources,Asst Prof,Tenure Track
2020-2021,2020-12-04T10:27:57.751,Maryville College,Tennessee,Cell Biology,2021-01-31,https://www.paycomonline.net/v4/ats/web.php/jobs/ViewJobDetails?job=39737&clientkey=1064DAE0FBE4FE97CBC8BAA9499D8EE7,Asst Prof,Tenure Track
2020-2021,2020-12-04T17:47:46.696,University of Southern California,California,Global Environmental Change,2020-12-20,https://usccareers.usc.edu/job/los-angeles/assistant-professor-in-global-environmental-change/1209/17868768,Asst Prof,Asst Prof
2020-2021,2020-12-06T03:49:00.816,University of Namur,Belgium,Evolutionary Physiology,2021-01-31,https://jobs.unamur.be/emploi.2020-12-04.4766264504,Asst Prof,Tenure Track
2020-2021,2020-12-07T10:16:25.039,Université du Québec à Rimouski,Canada,Marine acoustics,2020-12-31,https://www.researchgate.net/job/947507_Professor_in_marine_acoustics_Non-tenure_track_position,Rank Open,Fixed Term
2020-2021,2020-12-07T15:25:00.039,Lehigh University,Pennsylvania,Evolutionary Biology,2021-02-01,https://academicjobsonline.org/ajo/jobs/17733,Asst Prof,Tenure Track
2020-2021,2020-12-08T09:50:07.405,Wittenberg University,Ohio,Microbiology,2021-01-08,https://www.higheredjobs.com/institution/details.cfm?JobCode=177368963&Title=Assistant%20Professor%2C%20Biology%3A%20Microbiology%20%28tenure%2Dtrack%29,Asst Prof,Tenure Track
2020-2021,2020-12-08T10:34:26.459,Southern Utah University,Utah,Genetics,2021-01-05,https://www.applicantpro.com/openings/suu/jobs/1600550/UT-Utah/Cedar-City/Assistant-Professor-of-Biology,Asst Prof,Tenure Track
2020-2021,2020-12-08T10:39:51.511,Belmont University,Tennessee,Physiology,,https://belmont.csod.com/ats/careersite/JobDetails.aspx?site=10&id=1920,Asst Prof,Asst Prof
2020-2021,2020-12-08T10:47:11.625,Northern Illinois University,Illinois,Chair of Biological Sciences,2021-01-31,https://employment.niu.edu/postings/54555,Assoc / Full Prof,Tenure Track
2020-2021,2020-12-08T10:56:43.967,University of South Florida / Sarasota-Manatee campus ,Florida,Biology Instructor,2021-01-08,https://gems.usf.edu:4440/psc/gemspro-tam/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL&Action=U,Instructor,Permanent Non-Academic
2020-2021,2020-12-09T17:14:03.407,WVU-TECH (Beckley),West Virginia,Biology,,https://www.higheredjobs.com/state/details.cfm?JobCode=177369798,Asst Prof,Tenure Track
2020-2021,2020-12-10T09:10:44.415,University of Miami,Florida,Marine Microbial Ecology,2021-01-15,https://umiami.wd1.myworkdayjobs.com/en-US/UMFaculty/job/Miami-FL/Associate-Assistant-Professor-in-Marine-Biology---Ecology_R100043423,Asst / Assoc Prof,Tenure Track
2020-2021,2020-12-10T15:19:08.914,Texas A&M Kingsville,Texas,Carnivore Ecology,2021-01-15,https://tamus.wd1.myworkdayjobs.com/en-US/TAMUK_External/job/Kingsville-TAMUK/Assistant-Professor-or-Associate-Professor-in-Carnivore-Ecology_R-034363,Asst / Assoc Prof,Tenure Track
2020-2021,2020-12-10T17:01:54.770,St. Francis Xavier University,Canada,Biology,2021-01-18,http://www2.mystfx.ca/hr/sites/mystfx.ca.hr/files/TT%20Biology.2021_0.pdf,Asst Prof,Tenure Track
2020-2021,2020-12-11T07:45:38.072,Aarhus University,Denmark,Environmental Crop Science,2021-01-31,https://www.nature.com/naturecareers/job/professor-in-environmental-crop-science-aarhus-university-au-733325,Full Prof,Tenure Track
2020-2021,2020-12-11T12:09:54.868,Penn State,Pennsylvania,Water Systems Science,2021-01-25,https://psu.wd1.myworkdayjobs.com/en-US/PSU_Academic/job/University-Park-Campus/Tenure-Track-Faculty-Position-in-Water-Systems-Science_REQ_0000009148-1,Asst Prof,Tenure Track
2020-2021,2020-12-11T16:33:58.149,University of Virginia,Virginia,Global Studies (Global Environments and Sustainability),2021-01-11,https://www.higheredjobs.com/faculty/details.cfm?JobCode=177372252&Title=Assistant%20Professor%2C%20Global%20Studies%20%28Global%20Environments%20%2B%20Sustainability%29,Asst Prof,Fixed Term
2020-2021,2020-12-13T11:34:37.294,Glendale Community College,California,Biology,2021-01-25,https://www.higheredjobs.com/details.cfm?JobCode=177372575&utm_source=12_13_20&utm_medium=email&utm_campaign=JobAgentEmail_Weekly,Asst Prof,Tenure Track
2020-2021,2020-12-14T06:07:09.871,Eberswalde University,Germany,Ecosystem Management,2020-12-15,https://www.researchgate.net/job/947217_Ecosystem-based_transformation_management_in_UNESCO_Biosphere_Reserves,Full Prof,Tenure Track
2020-2021,2020-12-14T07:46:47.821,Durham University,United Kingdom,Ecology,2021-01-30,https://durham.taleo.net/careersection/du_ext/jobdetail.ftl?job=20000883&tz=GMT%2B00%3A00&tzname=Europe%2FLondon,Asst Prof,Tenure Track
2020-2021,2020-12-14T07:47:33.797,Durham University,United Kingdom,Ecology/Evolutionary Biology,2021-01-30,https://durham.taleo.net/careersection/du_ext/jobdetail.ftl?job=20000884&tz=GMT%2B00%3A00&tzname=Europe%2FLondon,Asst Prof,Tenure Track
2020-2021,2020-12-14T11:18:05.088,University of Canterbury,New Zealand,Freshwater Biology,2021-01-31,"https://jobs.canterbury.ac.nz/jobdetails/ajid/mKdm7/Lecturer-Senior-Lecturer-in-Freshwater-Biology,3750",Lecturer / Sr Lecturer,Tenure Track
2020-2021,2020-12-14T12:17:18.110,Yale University,Connecticut,Molecular Cell & Developmental Biology (MCDB),2020-11-15,https://apply.interfolio.com/79012,Asst Prof,Tenure Track
2020-2021,2020-12-14T12:51:36.212,Oklahoma State University,Oklahoma,Ecology,2021-02-15,https://apply.interfolio.com/81977,Asst Prof,Tenure Track
2020-2021,2020-12-14T13:40:40.443,Bishop's University,Canada,Plant Biology,2021-01-22,https://working.ubishops.ca/job/joint-tenure-stream-position-departments-of-biology-and-biochemistry-plant-biology/,Rank Open,Tenure Track
2020-2021,2020-12-14T13:43:38.027,National University of Singapore,Singapore,Urban ecology and sustainability,,https://www.timeshighereducation.com/unijobs/listing/237987/assistant-professor-biological-sciences/?LinkSource=PremiumListing,Asst Prof,Tenure Track
