season,timestamp,institution,location,subject_area,review_date,url,rank,appointment,institution_clean,carnegie_basic,is_r1
2024-2025,2024-09-26T06:16:01.075,Stephen F Austin State University,Texas,Biology - Several areas,2024-11-30,https://careers.sfasu.edu/postings/12116,Asst Prof,Tenure Stream,Stephen F Austin State University,18,false
2024-2025,2024-09-26T08:10:38.386,Texas State University,Texas,Wildlife Ecology,2024-12-01,https://jobs.hr.txstate.edu/postings/49847,Asst Prof,Tenure Stream,Texas State University,16,false
2024-2025,2024-09-26T08:18:21.619,University of Missouri,Missouri,Urban Ecology,2024-10-28,https://erecruit.umsystem.edu/psc/tamext/COLUM/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_SCHJOB_FL&Action=U,Asst Prof,Tenure Stream,University of Missouri-Columbia,15,true
2024-2025,2024-09-26T09:45:02.899,University of Oklahoma / Sam Noble Oklahoma Museum of Natural History,Oklahoma,Recent Invertebrates / Invertebrate Biology,2024-10-23,https://apply.interfolio.com/154669,Asst / Assoc Prof,Tenure Stream,University of Oklahoma-Norman Campus,15,true
2024-2025,2024-09-26T21:04:35.365,Ohio State University,Ohio,"Developmental Biology, Cell Biology, or Genomics",2024-10-15,https://osu.wd1.myworkdayjobs.com/OSUCareers/job/Columbus-Campus/Assistant-Professor_R115108-1,Asst Prof,Tenure Stream,Ohio State University-Main Campus,15,true
2024-2025,2024-09-27T13:42:14.116,University of Arizona,Arizona,Rangeland Ecology,2024-10-31,https://arizona.csod.com/ux/ats/careersite/4/home/requisition/20401?c=arizona,Full Prof,Tenure Stream,University of Arizona,15,true
2024-2025,2024-09-28T06:37:04.226,University of Wisconsin-Madison,Wisconsin,AI for Natural and Agricultural Systems,2024-11-10,https://jobs.wisc.edu/jobs/ai-to-enhance-ag-and-natural-systems-assistant-associate-full-professor-madison-wisconsin-united-states,Rank Open,Tenure Stream,University of Wisconsin-Madison,15,true
2024-2025,2024-09-30T08:26:18.735,Auburn University,Alabama,Human Environment Interactions,2024-10-25,https://www.auemployment.com/postings/48949,Asst / Assoc Prof,Tenure Stream,Auburn University,15,true
2024-2025,2024-09-30T09:04:08.650,Ohio State University,Ohio,"Chair, Evolution, Ecology & Organismal Biology",2024-10-23,https://osu.wd1.myworkdayjobs.com/OSUCareers/job/Columbus-Campus/Chair--Department-of-Evolution--Ecology--and-Organismal-Biology_R115252-1,Assoc / Full Prof,Tenure Stream,Ohio State University-Main Campus,15,true
2024-2025,2024-09-30T09:59:49.477,University of Wisconsin - Madison,Wisconsin,Climate Change Ecology,2024-11-24,https://www.higheredjobs.com/details.cfm?JobCode=178933878,Asst Prof,Tenure Stream,University of Wisconsin-Madison,15,true
2024-2025,2024-09-30T10:19:06.997,University of Utah,Utah,Human Genetics,2024-11-15,https://utah.peopleadmin.com/postings/170913,Rank Open,Tenure Stream,University of Utah,15,true
2024-2025,2024-09-30T10:51:05.002,Emory University ,Georgia,Human Evolution / Department of Anthropology ,2024-12-01,https://apply.interfolio.com/155571,Asst Prof,Tenure Stream,,,
2024-2025,2024-09-30T11:04:36.927,New York University,New York,Ecological / Evolutionary Genomics,2024-11-15,https://apply.interfolio.com/155792,Asst Prof,Tenure Stream,New York University,15,true
2024-2025,2024-09-30T18:41:25.903,University of Central Florida,Florida,Genomics and Bioinformatics,,https://jobs.ucf.edu/jobs/professor-and-cluster-lead-genomics-and-bioinformatics-cluster-orlando-florida-united-states,Full Prof,Tenure Stream,University of Central Florida,15,true
2024-2025,2024-10-01T09:53:40.055,DePaul University,Illinois,Plant Biology,2024-12-01,https://academics.depaul.edu/faculty-jobs/Pages/position-detail.aspx?dpusearchbystr=141226,Asst Prof,Tenure Stream,DePaul University,16,false
2024-2025,2024-10-01T09:54:55.393,DePaul University,Illinois,Ecology,2024-12-01,https://academics.depaul.edu/faculty-jobs/Pages/position-detail.aspx?dpusearchbystr=147359,Asst Prof,Tenure Stream,DePaul University,16,false
2024-2025,2024-10-01T11:23:51.275,MIT,Massachusetts,"Interface of Computing, Environmental Life Sciences and Ecology",2024-12-01,https://faculty-searches.mit.edu/cee-scc/,Asst Prof,Tenure Stream,Massachusetts Institute of Technology,15,true
2024-2025,2024-10-01T12:13:13.432,Auburn University,Alabama,Evolutionary Genomics,2024-11-01,https://www.auemployment.com/postings/49038,Asst Prof,Tenure Stream,Auburn University,15,true
2024-2025,2024-10-01T12:39:26.023,University of Hawaii at Manoa,Hawaii,Conservation Biology,2024-11-12,https://www.schooljobs.com/careers/hawaiiedu/jobs/4677329/assistant-professor-conservation-biology?pagetype=jobOpportunitiesJobs,Asst Prof,Tenure Stream,University of Hawaii at Manoa,15,true
2024-2025,2024-10-01T13:11:09.401,University of Miami,Florida,Microbial Genetics,2024-11-01,https://umiami.wd1.myworkdayjobs.com/en-US/UMFaculty/details/College-of-A-S---Biology---FAC---Microbial-Genetics---Assistant-to-Associate-Professor_R100081132 ,Asst / Assoc Prof,Tenure Stream,University of Miami,15,true
2024-2025,2024-10-01T13:19:50.330,Drake University,Iowa,Zoo and Conservation Science,2024-11-01,https://jobs.drake.edu/jobs/assistant-professor-of-zoo-and-conservation-science-998587,Asst Prof,Tenure Stream,Drake University,17,false
2024-2025,2024-10-02T07:23:25.486,Stony Brook University,New York,Director of Undergraduate Biology,2024-12-31,https://apply.interfolio.com/155864,Assoc / Full Prof,Tenure Stream,Stony Brook University,15,true
2024-2025,2024-10-02T10:22:55.463,Clemson University,South Carolina,"Ecology, Evolutionary, and or Organismal Biology",2024-11-08,https://apply.interfolio.com/156307,Rank Open,Tenure Stream,Clemson University,15,true
2024-2025,2024-10-02T11:32:01.694,Michigan State University,Michigan,Weed Science & Ecology,2024-11-10,https://careers.msu.edu/en-us/job/520699/assistant-professortenure-system,Asst Prof,Tenure Stream,Michigan State University,15,true
2024-2025,2024-10-02T13:04:00.350,Providence College,Rhode Island,Developmental Biology,2024-10-11,https://careers.providence.edu/postings/8834,Asst Prof,Tenure Stream,Providence College,18,false
2024-2025,2024-10-03T07:46:30.579,University of Michigan,Michigan,"AI, Biodiversity, and Society",2024-11-15,https://apply.interfolio.com/156521,Asst / Assoc Prof,Tenure Stream,University of Michigan-Ann Arbor,15,true
2024-2025,2024-10-03T12:13:37.164,Grand Valley State University,Michigan,Wildlife / Animal Organismal Biology,2024-10-25,https://gvsu.wd1.myworkdayjobs.com/careers/job/Allendale-MI/Assistant-Professor-of-Wildlife-Animal-Organismal-Biology_R101903,Asst Prof,Tenure Stream,Grand Valley State University,17,false
2024-2025,2024-10-03T19:01:06.182,Quinnipiac University,Connecticut,Biology,2024-10-11,https://career.qu.edu/en-us/job/495677/fulltime-tenure-track-faculty-biological-sciences,Asst Prof,Tenure Stream,Quinnipiac University,17,false
2024-2025,2024-10-04T06:01:03.197,Ohio University,Ohio,Genetics,2024-11-04,https://www.ohiouniversityjobs.com/postings/51104,Asst Prof,Tenure Stream,Ohio University-Main Campus,15,true
2024-2025,2024-10-04T12:50:12.921,Southern Methodist University,Texas,Earth & Environmental Science,2024-12-01,https://apply.interfolio.com/150744,Assoc / Full Prof,Tenure Stream,Southern Methodist University,16,false
2024-2025,2024-10-05T10:33:25.276,Georgia Institute of Technology,Georgia,Integrative Physiology,2024-11-15,https://bit.ly/4dx677J,Rank Open,Tenure Stream,Georgia Institute of Technology-Main Campus,15,true
2024-2025,2024-10-05T19:58:34.335,East Carolina University,North Carolina,Genetics,2024-10-28,https://ecu.peopleadmin.com/postings/75007,Asst Prof,Tenure Stream,East Carolina University,16,false
2024-2025,2024-10-06T11:06:48.405,Jacksonville University,Florida,Marine Science,2024-12-03,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77bf9053-07ed-47ba-b601-d78b61854199&ccId=9200563802212_2&lang=en_US&jobId=490554,Rank Open,Tenure Stream,Jacksonville University,18,false
2024-2025,2024-10-07T07:39:39.361,University of South Alabama,Alabama,Cellular/molecular,2024-11-05,https://www.southalabama.edu/departments/academicaffairs/resources/academicaffairspostings/3222-bly-asstprof-081525-rev.pdf,Asst Prof,Tenure Stream,University of South Alabama,16,false
2024-2025,2024-10-07T11:17:29.623,Salve Regina University,Rhode Island,Marine and Coastal Biology,2024-12-01,https://salve.interviewexchange.com/jobofferdetails.jsp;jsessionid=B2A5AE9E1302B16A4A13863F324802F0?JOBID=181744,Asst Prof,Tenure Stream,Salve Regina University,18,false
2024-2025,2024-10-07T15:09:27.483,Arizona State University,Arizona,Human Evolutionary Genetics,2024-11-03,https://apply.interfolio.com/156498,Asst / Assoc Prof,Tenure Stream,Arizona State University Campus Immersion,15,true
2024-2025,2024-10-08T04:18:17.702,"University of Maryland, Baltimore County",Maryland,Coastal Sciences,2024-11-01,http://apply.interfolio.com/156317,Asst Prof,Tenure Stream,University of Maryland-Baltimore County,15,true
2024-2025,2024-10-08T15:18:07.194,Utah State University,Utah,Water Quality,2024-11-01,https://careers-usu.icims.com/jobs/8445/assistant-professor-in-water-quality/job?mobile=false&width=1290&height=500&bga=true&needsRedirect=false&jan1offset=-420&jun1offset=-360,Asst Prof,Tenure Stream,Utah State University,15,true
2024-2025,2024-10-09T12:39:31.078,Montana State University,Montana,Landscape Ecology,2024-11-09,https://jobs.montana.edu/postings/43622,Asst Prof,Tenure Stream,Montana State University,15,true
2024-2025,2024-10-09T13:23:40.611,Cornell University,New York,Oceanography of a Changing Planet,2024-12-01,https://academicjobsonline.org/ajo/jobs/28590,Asst / Assoc Prof,Tenure Stream,Cornell University,15,true
2024-2025,2024-10-09T13:55:18.057,Old Dominion University,Virginia,Quantitative Biology,2024-10-31,https://www.higheredjobs.com/faculty/details.cfm?JobCode=178944903&Title=Assistant%20Professors%20of%20Quantitative%20Biology%20(Tenure%20Track%2C%202%20Positions),Asst Prof,Tenure Stream,Old Dominion University,15,true
2024-2025,2024-10-09T15:17:04.164,Washington State University,Washington,Integrative Molecular Biology,2024-10-29,https://wsu.wd5.myworkdayjobs.com/en-US/WSU_Jobs/job/Assistant-Professor_R-12419?locations=d013a30e9e950101ed94432b2c1f0000,Asst Prof,Tenure Stream,Washington State University,15,true
2024-2025,2024-10-10T08:11:07.545,University of South Florida,Florida,Plant Biology,2024-11-17,https://gems.usf.edu:4440/psp/gemspro-tam/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=37982&PostingSeq=1,Asst Prof,Tenure Stream,University of South Florida,15,true
2024-2025,2024-10-10T09:26:22.718,Northern Michigan University,Michigan,Aquatic Biologist,2024-11-17,https://nmu.edu/biology/aquatic-biologist,Asst Prof,Tenure Stream,Northern Michigan University,19,false
2024-2025,2024-10-10T09:29:51.842,West Virginia University Tech,West Virginia,Biology,2024-11-09,https://wvu.taleo.net/careersection/faculty/jobdetail.ftl?job=25404&tz=GMT-04%3A00&tzname=America%2FNew_York,Asst Prof,Tenure Stream,West Virginia University Institute of Technology,22,false
2024-2025,2024-10-10T09:33:35.258,University of Hawaii at Hilo,Hawaii,Marine Science,,https://www.schooljobs.com/careers/hawaiiedu/jobs/4682463/assistant-professor-marine-science-pos84233?keywords=marine&pagetype=jobOpportunitiesJobs,Asst Prof,Tenure Stream,University of Hawaii at Hilo,17,false
2024-2025,2024-10-10T10:36:51.096,University of Wisconsin-Madison,Wisconsin,"Ecology or Evolution of Plants, Algae, or Fungi",2024-11-15,https://jobs.wisc.edu/jobs/professor-of-botany-madison-wisconsin-united-states,Asst Prof,Tenure Stream,University of Wisconsin-Madison,15,true
2024-2025,2024-10-10T10:38:10.331,University of Wisconsin-Madison,Wisconsin,"Ecology or Evolution of Plants, Algae, or Fungi",2024-11-15,https://jobs.wisc.edu/jobs/professor-of-botany-madison-wisconsin-united-states-28171747-0b4d-46a1-9acb-c12896b4c89e,Assoc / Full Prof,Tenure Stream,University of Wisconsin-Madison,15,true
2024-2025,2024-10-10T12:49:53.730,Michigan State University,Michigan,Life Cycle Assessment of Agricultural Systems,2024-11-30,https://careers.msu.edu/en-us/job/520711/assistant-professortenure-system,Asst Prof,Tenure Stream,Michigan State University,15,true
2024-2025,2024-10-11T06:11:48.244,University of West Alabama,Alabama,Biology,,https://www.uwa.edu/employment/assistant-associate-professor-of-biology/,Asst / Assoc Prof,Tenure Stream,University of West Alabama,18,false
2024-2025,2024-10-11T07:03:45.782,Georgia College and State University,Georgia,Ornithology,2024-12-06,https://jobs.chronicle.com/job/37732734/assistant-professor-of-biology-ornithology/,Asst Prof,Tenure Stream,Georgia College & State University,18,false
2024-2025,2024-10-11T10:51:45.465,Grand Valley State University,Michigan,Plant Biology,2024-10-25,https://gvsu.wd1.myworkdayjobs.com/en-US/careers/details/Assistant-Professor-of-Biology--Plant-Biology-_R101904?timeType=5b0e610366e110298b16b0e19e490003&jobFamilyGroup=c8e6defd275e10014accb0f742660000,Asst Prof,Tenure Stream,Grand Valley State University,17,false
2024-2025,2024-10-11T12:11:05.348,University of Oklahoma,Oklahoma,Physiological Ecology,2024-11-04,https://apply.interfolio.com/154741,Asst Prof,Tenure Stream,University of Oklahoma-Norman Campus,15,true
2024-2025,2024-10-11T12:42:59.941,Michigan Technological University,Michigan,Environmental Data Science & Biostatistics,2024-11-20,https://www.employment.mtu.edu/cw/en-us/job/493733,Asst Prof,Tenure Stream,Michigan Technological University,16,false
2024-2025,2024-10-11T20:40:44.906,University of Oklahoma,Oklahoma,Infectious Disease Dynamics,2024-11-20,https://apply.interfolio.com/156424,Asst Prof,Tenure Stream,University of Oklahoma-Norman Campus,15,true
2024-2025,2024-10-13T08:55:47.352,William & Mary,Virginia,Bioinformatics and Biostatistics,2024-11-22,https://jobs.wm.edu/postings/62414,Asst Prof,Tenure Stream,William & Mary,16,false
2024-2025,2024-10-13T23:18:04.160,Clemson University,South Carolina,Microbiome Science,2024-11-01,https://apply.interfolio.com/153882,Asst Prof,Tenure Stream,Clemson University,15,true
2024-2025,2024-10-14T13:25:12.519,Allegheny College,Pennsylvania,"Urban Ecology, Green Infrastructure, or Environmental Education",2024-11-22,https://sites.allegheny.edu/human-resources/job_post/assistant-professor-of-environmental-science-and-sustainability-2/,Asst Prof,Tenure Stream,Allegheny College,21,false
2024-2025,2024-10-14T13:51:38.439,University of Colorado-Boulder,Colorado,Ecology and Remote Sensing,2024-11-15,https://jobs.colorado.edu/jobs/JobDetail/?jobId=59739,Rank Open,Tenure Stream,University of Colorado Boulder,15,true
2024-2025,2024-10-15T06:33:48.685,New Jersey Institute of Technology,New Jersey,Neurobiology,2024-12-01,https://www.nature.com/naturecareers/job/12830348/assistant-professor-neurobiology/,Asst Prof,Tenure Stream,New Jersey Institute of Technology,15,true
2024-2025,2024-10-15T07:45:20.159,"University of Wisconsin, Green Bay",Wisconsin,Evolutionary Biology,2024-11-17,https://www.uwgb.edu/jobs/position-listing/assistant-professor-biology-faee7df590852889827b9042406bf944/,Asst Prof,Tenure Stream,University of Wisconsin-Green Bay,19,false
2024-2025,2024-10-15T10:25:07.105,"University of California, Santa Barbara",California,Quantitative Methods & Data Science for Environmental Studies,2024-11-22,https://recruit.ap.ucsb.edu/JPF02860,Asst Teaching Prof,Tenure Stream,University of California-Santa Barbara,15,true
2024-2025,2024-10-15T10:31:50.761,"California Polytechnic State University, San Luis Obispo",California,Sustainable Forest Management,2025-01-08,https://jobs.calpoly.edu/en-us/job/543437/assistantassociate-professor-of-sustainable-forest-management,Asst / Assoc Prof,Tenure Stream,California Polytechnic State University-San Luis Obispo,18,false
2024-2025,2024-10-15T13:24:52.879,Mississippi State University,Mississippi,Aquatic Sciences,2024-12-01,https://explore.msujobs.msstate.edu/cw/en-us/job/508023/assistant-professor,Asst Prof,Tenure Stream,Mississippi State University,15,true
2024-2025,2024-10-16T07:18:33.220,University of Idaho,Idaho,Forest Health,2024-12-13,https://uidaho.peopleadmin.com/postings/45887,Asst / Assoc Prof,Tenure Stream,University of Idaho,16,false
2024-2025,2024-10-16T07:56:54.151,"University of California, Los Angeles",California,Ecology and Evolutionary Biology,2024-10-31,https://recruit.apo.ucla.edu/JPF09863,Asst Teaching Prof,Tenure Stream,University of California-Los Angeles,15,true
2024-2025,2024-10-16T09:13:52.117,University of Colorado-Boulder,Colorado,Climate-Related Extreme Events,2024-12-15,https://jobs.colorado.edu/jobs/JobDetail/?jobId=59926,Asst Prof,Tenure Stream,University of Colorado Boulder,15,true
2024-2025,2024-10-16T11:17:02.301,University of South Carolina - Columbia,South Carolina,Aquatic Animal Physiology,2024-11-01,https://uscjobs.sc.edu/postings/176940,Asst / Assoc Prof,Tenure Stream,University of South Carolina-Columbia,15,true
