day_of_season,running_count,timestamp,institution,location,subject_area
271,238,2024-09-28T06:37:04.226,University of Wisconsin-Madison,Wisconsin,AI for Natural and Agricultural Systems
273,239,2024-09-30T08:26:18.735,Auburn University,Alabama,Human Environment Interactions
273,240,2024-09-30T09:04:08.650,Ohio State University,Ohio,"Chair, Evolution, Ecology & Organismal Biology"
273,241,2024-09-30T09:59:49.477,University of Wisconsin - Madison,Wisconsin,Climate Change Ecology
273,242,2024-09-30T10:19:06.997,University of Utah,Utah,Human Genetics
273,243,2024-09-30T10:51:05.002,Emory University ,Georgia,Human Evolution / Department of Anthropology 
273,244,2024-09-30T11:04:36.927,New York University,New York,Ecological / Evolutionary Genomics
273,245,2024-09-30T18:41:25.903,University of Central Florida,Florida,Genomics and Bioinformatics
274,246,2024-10-01T09:53:40.055,DePaul University,Illinois,Plant Biology
274,247,2024-10-01T09:54:55.393,DePaul University,Illinois,Ecology
274,248,2024-10-01T11:23:51.275,MIT,Massachusetts,"Interface of Computing, Environmental Life Sciences and Ecology"
274,249,2024-10-01T12:13:13.432,Auburn University,Alabama,Evolutionary Genomics
274,250,2024-10-01T12:39:26.023,University of Hawaii at Manoa,Hawaii,Conservation Biology
274,251,2024-10-01T13:11:09.401,University of Miami,Florida,Microbial Genetics
274,252,2024-10-01T13:19:50.330,Drake University,Iowa,Zoo and Conservation Science
275,253,2024-10-02T07:23:25.486,Stony Brook University,New York,Director of Undergraduate Biology
275,254,2024-10-02T10:22:55.463,Clemson University,South Carolina,"Ecology, Evolutionary, and or Organismal Biology"
275,255,2024-10-02T11:32:01.694,Michigan State University,Michigan,Weed Science & Ecology
275,256,2024-10-02T13:04:00.350,Providence College,Rhode Island,Developmental Biology
276,257,2024-10-03T07:46:30.579,University of Michigan,Michigan,"AI, Biodiversity, and Society"
276,258,2024-10-03T12:13:37.164,Grand Valley State University,Michigan,Wildlife / Animal Organismal Biology
276,259,2024-10-03T19:01:06.182,Quinnipiac University,Connecticut,Biology
277,260,2024-10-04T06:01:03.197,Ohio University,Ohio,Genetics
277,261,2024-10-04T12:50:12.921,Southern Methodist University,Texas,Earth & Environmental Science
278,262,2024-10-05T10:33:25.276,Georgia Institute of Technology,Georgia,Integrative Physiology
278,263,2024-10-05T19:58:34.335,East Carolina University,North Carolina,Genetics
279,264,2024-10-06T11:06:48.405,Jacksonville University,Florida,Marine Science
280,265,2024-10-07T07:39:39.361,University of South Alabama,Alabama,Cellular/molecular
280,266,2024-10-07T11:17:29.623,Salve Regina University,Rhode Island,Marine and Coastal Biology
280,267,2024-10-07T15:09:27.483,Arizona State University,Arizona,Human Evolutionary Genetics
281,268,2024-10-08T04:18:17.702,"University of Maryland, Baltimore County",Maryland,Coastal Sciences
281,269,2024-10-08T15:18:07.194,Utah State University,Utah,Water Quality
282,270,2024-10-09T12:39:31.078,Montana State University,Montana,Landscape Ecology
282,271,2024-10-09T13:23:40.611,Cornell University,New York,Oceanography of a Changing Planet
282,272,2024-10-09T13:55:18.057,Old Dominion University,Virginia,Quantitative Biology
282,273,2024-10-09T15:17:04.164,Washington State University,Washington,Integrative Molecular Biology
283,274,2024-10-10T08:11:07.545,University of South Florida,Florida,Plant Biology
283,275,2024-10-10T09:26:22.718,Northern Michigan University,Michigan,Aquatic Biologist
283,276,2024-10-10T09:29:51.842,West Virginia University Tech,West Virginia,Biology
283,277,2024-10-10T09:33:35.258,University of Hawaii at Hilo,Hawaii,Marine Science
283,278,2024-10-10T10:36:51.096,University of Wisconsin-Madison,Wisconsin,"Ecology or Evolution of Plants, Algae, or Fungi"
283,279,2024-10-10T10:38:10.331,University of Wisconsin-Madison,Wisconsin,"Ecology or Evolution of Plants, Algae, or Fungi"
283,280,2024-10-10T12:49:53.730,Michigan State University,Michigan,Life Cycle Assessment of Agricultural Systems
284,281,2024-10-11T06:11:48.244,University of West Alabama,Alabama,Biology
284,282,2024-10-11T07:03:45.782,Georgia College and State University,Georgia,Ornithology
284,283,2024-10-11T10:51:45.465,Grand Valley State University,Michigan,Plant Biology
284,284,2024-10-11T12:11:05.348,University of Oklahoma,Oklahoma,Physiological Ecology
284,285,2024-10-11T12:42:59.941,Michigan Technological University,Michigan,Environmental Data Science & Biostatistics
284,286,2024-10-11T20:40:44.906,University of Oklahoma,Oklahoma,Infectious Disease Dynamics
286,287,2024-10-13T08:55:47.352,William & Mary,Virginia,Bioinformatics and Biostatistics
286,288,2024-10-13T23:18:04.160,Clemson University,South Carolina,Microbiome Science
287,289,2024-10-14T13:25:12.519,Allegheny College,Pennsylvania,"Urban Ecology, Green Infrastructure, or Environmental Education"
287,290,2024-10-14T13:51:38.439,University of Colorado-Boulder,Colorado,Ecology and Remote Sensing
288,291,2024-10-15T06:33:48.685,New Jersey Institute of Technology,New Jersey,Neurobiology
288,292,2024-10-15T07:45:20.159,"University of Wisconsin, Green Bay",Wisconsin,Evolutionary Biology
288,293,2024-10-15T10:25:07.105,"University of California, Santa Barbara",California,Quantitative Methods & Data Science for Environmental Studies
288,294,2024-10-15T10:31:50.761,"California Polytechnic State University, San Luis Obispo",California,Sustainable Forest Management
288,295,2024-10-15T13:24:52.879,Mississippi State University,Mississippi,Aquatic Sciences
289,296,2024-10-16T07:18:33.220,University of Idaho,Idaho,Forest Health
289,297,2024-10-16T07:56:54.151,"University of California, Los Angeles",California,Ecology and Evolutionary Biology
289,298,2024-10-16T09:13:52.117,University of Colorado-Boulder,Colorado,Climate-Related Extreme Events
289,299,2024-10-16T11:17:02.301,University of South Carolina - Columbia,South Carolina,Aquatic Animal Physiology
289,300,2024-10-16T11:18:52.467,University of South Carolina - Columbia,South Carolina,Microbial Ecology
289,301,2024-10-16T14:29:01.681,University of Montana,Montana,Fisheries Science
290,302,2024-10-17T10:02:40.399,University of Houston,Texas,Coastal Resiliency
290,303,2024-10-17T10:46:47.411,Stony Brook University,New York,Genomics In A Changing World
290,304,2024-10-17T12:22:30.800,University of Illinois at Chicago,Illinois,Genetics/Epigenetics
290,305,2024-10-17T13:23:06.689,Colorado Mesa University,Colorado,"Anatomy & Physiology, Pathophysiology"
290,306,2024-10-17T13:23:15.440,Miami University - Middletown Campus,Ohio,Organismal Biology
290,307,2024-10-17T14:35:49.296,Utah State University,Utah,Colorado River Studies
291,308,2024-10-18T12:00:14.845,Purdue University,Indiana,"Computational Biology, Statistical Genomics, Structural Proteomics, Bioinformatics"
291,309,2024-10-18T18:15:36.279,"University of California, Los Angeles",California,Vertebrate Biology
292,310,2024-10-19T11:30:13.785,Shawnee State University,Ohio,Botany
293,311,2024-10-20T18:16:53.496,Tennessee State University,Tennessee,Silviculture
293,312,2024-10-20T18:19:26.289,Tennessee State University,Tennessee,Natural Resource Management
293,313,2024-10-20T20:37:10.040,McDaniel College,Maryland,Medical Microbiology
294,314,2024-10-21T10:56:23.355,Adelphi University,New York,Neurobiology
294,315,2024-10-21T11:19:28.636,"University of California, Riverside",California,"Entomology, Conservation Genomics and Biodiversity"
294,316,2024-10-21T12:53:07.670,SUNY Oswego,New York,Botany
294,317,2024-10-21T13:28:38.435,"University of California, Los Angeles",California,Conservation Genomics
294,318,2024-10-21T15:54:28.869,University of Texas Rio Grande Valley,Texas,Rangeland Ecology and Management
294,319,2024-10-21T19:39:52.929,Oberlin College,Ohio,Climate Science and Environmental Public Health
295,320,2024-10-22T08:32:45.589,College of Charleston,South Carolina,Coral Reef Ecology
295,321,2024-10-22T10:14:11.654,"University of California, Riverside",California,Chemical Ecology and Behavior of Insects
295,322,2024-10-22T10:15:25.544,University of Texas at San Antonio,Texas,Wildlife Ecology
295,323,2024-10-22T14:15:57.581,Texas A&M University,Texas,Microbiology
295,324,2024-10-22T14:18:23.835,Texas A&M University,Texas,Neurobiology
295,325,2024-10-22T19:36:02.182,University of Central Arkansas,Arkansas,Plant Physiological Ecology
296,326,2024-10-23T05:30:35.798,North Dakota State University,North Dakota,Natural Resources
296,327,2024-10-23T06:13:41.279,University of Nebraska Omaha,Nebraska,Conservation Science and Management
296,328,2024-10-23T10:03:28.778,University of Memphis,Tennessee,Cellular and Molecular Biology
296,329,2024-10-23T13:05:25.200,University of North Carolina Wilmington,North Carolina,Vertebrate Biology / Ornithology
296,330,2024-10-23T17:45:51.337,Emporia State University,Kansas,Wildlife
296,331,2024-10-23T17:48:49.012,Emporia State University,Kansas,Human Biology
297,332,2024-10-24T06:41:42.905,University of Wisconsin-Madison,Wisconsin,Sustainable Land Systems
297,333,2024-10-24T06:42:44.072,University of Wisconsin-Madison,Wisconsin,"Sustainable Land Use, Conservation & Justice"
297,334,2024-10-24T07:43:18.576,Oklahoma State University,Oklahoma,Rangeland Management
297,335,2024-10-24T10:01:49.225,University of Massachusetts Dartmouth,Massachusetts,Fisheries Oceanography
297,336,2024-10-24T12:29:40.388,San Diego State University,California,Marine Biology / Ecology
297,337,2024-10-24T12:43:20.387,University of Wisconsin - Stevens Point,Wisconsin,Wildlife Ecology
297,338,2024-10-24T15:15:42.669,University of Hawai'i at Manoa,Hawaii,Quantitative Ecology-Based Fisheries Biology
297,339,2024-10-24T17:06:55.818,Texas A&M - Galveston,Texas,Marine Biology
297,340,2024-10-24T17:08:12.461,University of North Carolina - Wilmington,North Carolina,Marine Biology
298,341,2024-10-25T05:44:16.913,San Jose State University,California,Physiology
298,342,2024-10-25T05:44:50.250,San Jose State University,California,Genetics or Cell Biology
298,343,2024-10-25T08:11:46.840,University of Utah,Utah,Infectious Disease Dynamics
298,344,2024-10-25T08:56:20.860,North Carolina State University,North Carolina,Ecosystem Ecology
298,345,2024-10-25T14:26:06.832,Rowan University,New Jersey,"Computational / Experimental Biologist, Broadly Defined"
298,346,2024-10-25T14:52:23.886,Oregon Institute of Technology,Oregon,Anatomy & Physiology
299,347,2024-10-26T20:09:28.661,University of South Dakota,South Dakota,Ecological Genomics
300,348,2024-10-27T08:26:56.924,University of California Riverside,California,Fungal Biology
301,349,2024-10-28T06:25:44.962,James Madison University,Virginia,Applied Environmental Science and Sustainability
301,350,2024-10-28T07:53:37.842,Texas A&M University,Texas,Ecosystem Science
301,351,2024-10-28T09:40:21.431,Oberlin College,Ohio,Paleontology/Sedimentology
301,352,2024-10-28T10:13:11.767,Mississippi University for Women,Mississippi,Organismal Biology 
302,353,2024-10-29T12:24:43.196,Michigan State University,Michigan,Curator of Vertebrate Collections
302,354,2024-10-29T13:20:32.494,University of New Mexico,New Mexico,Botany
302,355,2024-10-29T15:17:37.035,University of California Riverside,California,Ecology
302,356,2024-10-29T16:29:56.798,Florida International University (FIU),Florida,Plant Biology
302,357,2024-10-29T16:39:13.465,University of Hawaii at Manoa,Hawaii,Conservation Biology and Administration
302,358,2024-10-29T18:47:18.613,University of Oregon,Oregon,Marine Biology
302,359,2024-10-29T21:08:14.531,University of Southern Mississippi,Mississippi,Aquatic Ecotoxicology
303,360,2024-10-30T10:50:27.492,Whitehead Institute,Massachusetts,Mammalian Biology
303,361,2024-10-30T13:21:46.871,University of North Florida,Florida,Coastal / Marine Vertebrate Ecologist
303,362,2024-10-30T13:22:30.728,University of North Florida,Florida,Coastal / Marine Landscape Ecologist
303,363,2024-10-30T15:10:56.654,University of Idaho,Idaho,Aquaculture and Fish Health Management
303,364,2024-10-30T15:12:00.016,University of Georgia,Georgia,Wildlife Extension Specialist
303,365,2024-10-30T15:13:06.911,University of Wisconsin River Falls,Wisconsin,Soil Conservation
303,366,2024-10-30T15:17:20.126,Ohio State University,Ohio,Forest Ecology and Silviculture
303,367,2024-10-30T20:11:44.400,The University of Texas Rio Grande Valley,Texas,Wildlife Biology
304,368,2024-10-31T10:48:26.559,Central Michigan University,Michigan,Biology
304,369,2024-10-31T11:35:40.769,University of Florida,Florida,Landscape Ecology
304,370,2024-10-31T11:52:50.950,Bradley University,Illinois,Anatomy and Physiology
306,371,2024-11-02T07:34:49.958,Saint Anselm College,New Hampshire,Anatomy
306,372,2024-11-02T15:53:25.079,Penn State University,Pennsylvania,Department Chair: Ecosystem Science and Management
306,373,2024-11-02T16:28:39.384,University of New Hampshire,New Hampshire,Plant Pathology / Agricultural Science
307,374,2024-11-03T07:55:54.373,Tennessee Tech University,Tennessee,Limnology
307,375,2024-11-03T19:49:05.495,University of Nebraska-Lincoln,Nebraska,Insect Systematist
308,376,2024-11-04T07:43:33.962,University of Delaware,Delaware,Fisheries and Conservation
308,377,2024-11-04T08:59:10.309,Oregon State University ,Oregon,Cellular & Molecular Microbiology
308,378,2024-11-04T12:09:36.643,Gannon University,Pennsylvania,Biology / Zoology
309,379,2024-11-05T12:44:47.552,Missouri State University,Missouri,Animal Ecology
309,380,2024-11-05T12:51:08.590,Missouri State University,Missouri,Freshwater Fisheries Biology
309,381,2024-11-05T18:29:18.019,University of Vermont,Vermont,Soil Ecology
310,382,2024-11-06T00:56:55.934,University of Wisconsin-Madison,Wisconsin,Sustainability of Natural Resources
311,383,2024-11-07T06:22:31.065,Cornell University,New York,Plant-Microbe Interactions
311,384,2024-11-07T08:31:33.899,Black Hills State University,South Dakota,Organismal Zoology
311,385,2024-11-07T13:11:47.485,The Pennsylvania State University,Pennsylvania,Soil and Water Interfaces
311,386,2024-11-07T15:29:58.352,Black Hills State University,South Dakota,Anatomy & Physiology
311,387,2024-11-07T15:34:00.485,Black Hills State University,South Dakota,Genetics or Genomics
312,388,2024-11-08T08:34:23.361,"Hunter College, City University of New York",New York,"Animal Behavior, Cognition, Welfare and/or Conservation"
312,389,2024-11-08T15:18:23.063,University of Georgia,Georgia,Sustainability Sciences
312,390,2024-11-08T17:26:26.595,Texas A&M International University,Texas,Evolution
312,391,2024-11-08T17:28:04.084,Texas A&M International University,Texas,Physiology
313,392,2024-11-09T08:07:46.453,Cornell University,New York,Global Biodiversity & Ecoinformatics
315,393,2024-11-11T12:51:08.786,Michigan State University,Michigan,Functional Genomics
316,394,2024-11-12T05:33:56.181,Texas State University,Texas,Aquatic Microbiology
316,395,2024-11-12T12:22:13.740,Worcester Polytechnic Institute,Massachusetts,Biology & Biotechnology 
316,396,2024-11-12T14:47:27.164,Utah State University,Utah,Forest Health and Restoration
316,397,2024-11-12T16:09:06.171,Cal Poly Humboldt (formerly Humboldt State University),California,Waterfowl & Wetland Ecology
317,398,2024-11-13T09:14:04.890,University of South Florida,Florida,"Global, Environment and Genomics Health Sciences"
317,399,2024-11-13T10:22:34.996,University of Wyoming,Wyoming,Aquatic Ecophysiology or Ecotoxicology
317,400,2024-11-13T10:46:15.983,University of Wyoming,Wyoming,Mammalian Ecology
317,401,2024-11-13T11:45:52.560,University of Texas at Austin,Texas,"AI / Data Science, Environmental Systems"
317,402,2024-11-13T15:14:33.074,University of North Carolina Wilmington,North Carolina,Marine Biology
317,403,2024-11-13T18:57:30.669,Tennessee Tech University,Tennessee,Toxicology
318,404,2024-11-14T10:46:08.023,The University of Georgia,Georgia,Human Genetics
318,405,2024-11-14T11:16:49.967,"University of Minnesota, Twin Cities",Minnesota,Honey Bee Biology
